,title,contents
65,안녕 자두야 오프닝,새콤하게 달콤하게 오늘부터 우리 친구 하자 안녕 이름은 자두 명랑소녀 자두 힘차게 달려 신나게 어디든지 있어 오늘부터 우리 친구 하자 안녕 이름은 자두 명랑소녀 자두 마음껏 소리쳐 크게 크게 외쳐봐 랄랄랄라 새콤해 랄랄랄라 달콤해 너와 함께라면 나는 너무 좋아 마음 가득히 짜릿해 새콤하게 달콤하게 너와 나는 친구야 우린 최고의 친구야 너와 함께해서 기분 최고야 미칠 듯이 새콤하게 달콤하게 너와 나는 친구야 우린 최고의 친구야 너와 함께라면 어디든지 있어
66,카드캡터 체리,만날 없어 만나고 싶은데 그런 슬픈 기분인걸 말할 없어 말하고 싶은데 속마음만 들키는 사랑에 마법의 열쇠가 있다면 그건 바로 세상이 아름다운 이유 이젠 숨바꼭질은 그만 우울한 모두 파란 하늘에 묻어버려 오늘도 너에게 달려가는 마음 나는 정말 정말 너를 좋아해 눈을 감으면 누군가 곁을 스쳐가는 느낌인걸 눈을 떠보면 바람 같은 너의 향기만이 가득한 순수한 마음을 느낄 있다면 어디서도 한눈에 알아볼 있어 이젠 숨바꼭질은 그만 그만 우울한 모두 파란 하늘에 묻어버려 오늘도 너에게 달려가는 마음 마는 정말 정말 너를 좋아해
67,함께 걸어가는,빠람 빠람 길을 걸어 하늘이 맞닿은 그곳까지 빠람 빠람 가보지 않은 그곳엔 다른 무엇이 우릴 기다리고 있을까 힘들 때는 크게 노랠 불러 두려움도 설레임에 묻히지 우리 함께한 위엔 행복만이 예쁜 꽃으로 피어 함께 걷는 빠람 빠람 길을 걸어 우리의 꿈이 있는 곳까지 빠람 빠람 따뜻한 모닥불처럼 서로를 감싸며 모두 함께 걸어가는
68,구름빵,동글동글 동글 구름빵 몽실몽실 몽실 구름빵 홍비 홍시 친구들 하늘 높이 훨훨 날아요 엄마가 구름으로 구워주신 구름빵 구름처럼 두둥실 높이 높이 날아요 구름빵 구름빵 신나는 구름빵 여행 동글동글 동글 구름빵 몽실몽실 몽실 구름빵 홍비 홍시 친구들 하늘 높이 훨훨 날아요 엄마 아빠 친구들 할아버지 할머니 모두 함께 만드는 웃음 가득 이야기 구름빵 구름빵 신나는 구름빵 여행 구름빵 구름빵 신나는 구름빵 여행
69,꼬마 자동차 붕붕,붕붕붕 아주 작은 자동차 꼬마 자동차가 나왔다 붕붕붕 꽃향기를 맡으면 힘이 솟는 꼬마 자동차 엄마 찾아 모험 찾아 나서는 세계여행 우리도 함께 가지요 꼬마차가 나가신다 길을 비켜라 꼬마차가 나가신다 길을 비켜라 랄랄라라 랄랄라라 귀여운 꼬마차는 친구와 함께 어렵고 험한 헤쳐나간다 희망과 사랑을 심어주면서 아하 신나게 달린다 귀여운 꼬마 자동차
70,개구리 왕눈이,개구리 소년 개구리 소년 네가 울면 무지개 연못에 비가 온단다 비바람 몰아쳐도 이겨내고 일곱 넘어져도 일어나라 울지 말고 일어나 피리를 불어라 삘릴리 개굴개굴 삘릴릴리 삘릴리 개굴개굴 삘릴릴리 무지개 연못에 웃음 꽃핀다
71,달려라 하니,있잖아 엄마가 세상에서 제일 좋아 하늘땅만큼 엄마가 보고 싶음 달릴 거야 쥐고 달려라 달려라 달려라 하니 세상 끝까지 달려라 하니 있잖아 슬픈 모습 보이는 정말 싫어 약해지니까 외로워 눈물 나면 달릴 거야 바람처럼 달려라 달려라 달려라 하니 세상 끝까지 달려라 하니 있잖아 별명 악바리가 맘에 들어 그래야 이기지 모두 모두 제치고 달릴 거야 엄마품으로 달려라 달려라 달려라 하니 세상 끝까지 달려라 하니 달려라 달려라 달려라 하니 세상 끝까지 달려라 하니 달려라 달려라 달려라 하니 세상 끝까지 달려라 하니
72,장금이의,눈부신 아침의 햇살이 상쾌한 바람을 타고 따뜻한 풀잎의 손길이 반가운 이슬을 타고 꿈꾸죠 모두가 행복한 꿈을 낯설지만 두렵진 않죠 언제나 아름다운 미소가 세상 가득하게 걸음 걸음 그렇게 시작할래요 작은 손으로 서투를진 몰라 처음엔 그렇죠 하나씩 하나씩 그렇게 만들어가요 사랑을 키워가요 어두운 지나 밝은 햇살이 비출 테니 꿈꾸죠 행복이 가득한 꿈을 그렇게 웃을 있죠 언제나 아름다운 미소가 세상 가득하게 걸음 걸음 그렇게 시작할래요 작은 손으로 서투를진 몰라 처음엔 그렇죠 하나씩 하나씩 그렇게 만들어가요 사랑을 키워가요 어두운 지나 밝은 햇살이 비출 테니
73,디지몬 어드벤처 오프닝,찾아라 비밀의 열쇠 미로같이 얽힌 모험들 현실과 다른 세상 환상의 디지털 세상 펼쳐라 마음속 날개 이대로 멈출 없어 빛나는 희망을 싣고 어둠 뚫고 나가자 어쩌다 함정 속에 빠질지라도 위기의 파도 속에 갇힐지라도 생각한 대로 이루고 싶어 우리가 가는 그곳 어디든 디지몬 친구들 세상을 구하자 승리는 언제나 우리의 디지몬 친구들 세상을 구하자 승리는 언제나 우리의
74,태극천자문,깜깜한 하늘에 빛이 비쳐 거친 대지에 생명이 태어나네 우주는 끝을 수가 없고 시간은 영원히 흘러만 가네 삼라만상 세상의 이치가 천자문에 담겨져 있어 지수화풍 천지인 태극천자문 지고 뜨고 지고 뜨는 해달처럼 지고 피고 지고 피는 꽃들처럼 위어조자 언재호야 파파파 절대 지지 않아 이기고 말거야 태극천자문
75,세쌍둥이송,하나도 둘도 아닌 우린 셋이라네 하나도 둘도 아닌 우린 셋이라네 하나도 둘도 아닌 하나도 둘도 아닌 하나도 둘도 아닌 셋씩이나 어쩌면 이건 정말 놀라운 하나도 둘도 아닌 셋씩이나 아무리 아무리 생각해봐도 역시나 이건 정말 기적이군 엄마도 아빠도 아마 깜짝 놀랐을 거야 이런 기적 같은 일이 번에 셋씩이나 그래서 어쩌면 대한민국 만세라고요 너무나 기뻐서 그렇게 외쳤겠지 하나도 둘도 아닌 우린 셋이라네 하나도 둘도 아닌 우린 셋이라네 하나도 둘도 아닌 하나도 둘도 아닌 하나도 둘도 아닌 셋씩이나
76,빛으로 세상을,빛이 있어 세상은 밝고 따뜻해 우리들 마음에도 빛이 가득해 빛은 사랑 빛은 행복 아름답고 행복한 세상 만들어가요 만들어가요
77,뭉게구름,땅이 끝나는 곳에서 뭉게구름이 되어 푸른 하늘 삼아 훨훨 날아다니리라 하늘 끝까지 가는 맑은 빗물이 되어 가만히 땅에 내리면 어디라도 외로울까 땅에 끝에서 모두 다시 만나면 우리는 또다시 둥글게 뭉게구름 되리라
78,아름다운 세상,문득 외롭다 느낄 하늘을 봐요 같은 태양 아래 있어요 우린 하나예요 마주치는 눈빛으로 만들어가요 나지막이 함께 불러요 사랑의 노래를 작은 가슴 가슴 마다 고운사랑 모아 우리 함께 만들어가요 아름다운 세상 혼자선 이룰 없죠 세상 무엇도 마주 잡은 손으로 사랑을 키워요 함께 있기에 아름다운 안개꽃처럼 서로를 곱게 감싸줘요 모두 여기 모여 작은 가슴 가슴 마다 고운사랑 모아 우리 함께 만들어가요 아름다운 세상 작은 가슴 가슴 마다 고운사랑 모아 우리 함께 만들어가요 아름다운 세상 작은 가슴 가슴 마다 고운사랑 모아 우리 함께 만들어가요 아름다운 세상 라라 라라 라라 라라 라라 라라라라 작은 가슴 가슴 마다 고운사랑 모아 우리 함께 만들어가요 아름다운 세상 작은 가슴 가슴 마다 고운사랑 모아 우리 함께 만들어가요 아름다운 세상 라라 라라 라라 라라 라라 라라라라
79,예쁜 예쁜,마음이 예쁘면 꿈도 예쁘죠 예쁜 꾸면 나비같이 날아 마음이 고우면 고운 꾸죠 고운 꾸면 구름처럼 날아 나비 무꽃에 어울리다가 구름 따라서 날아가네요 마음이 예쁘면 꿈도 예쁘죠 예쁜 꾸면 나비같이 날아 마음이 예쁘면 꿈도 예쁘죠 예쁜 꾸면 나비같이 날아
80,도토리의,아름다운 숲속에 작고 예쁜 도토리 풀잎에 가려서 보이지 않지만 바람에 실려 오는 산새 노래에 멋진 참나무 되는 꿈을 꾼다네 하늘 날다가 쉬고 싶을 때면 커다란 가지도 내어 주고 시원한 나뭇잎 그늘 만들어 마음껏 노래하게 도토리의 작은 아름다워서 마음까지 행복해져
81,궁금이,창문 앞에 미루나무는 키가 길쭉 걸까 눈이 부신 여름 해님은 잠이 없는 것일까 새벽 달님 쳐다 보면은 슬퍼지는 걸까 푸른 바다 바라보면은 가슴이 넓어질까 세상은 온통 모르는 투성이 세상은 온통 알고픈 투성이 세상은 온통 궁금한 투성이 그래서 별명은 궁금이 창문 앞에 미루나무는 키가 길쭉 걸까 눈이 부신 여름 해님은 잠이 없는 것일까 어딘가가 아플 때에는 엄마 생각날까 우리 아빠 나를 부를 강아지 강아지 하실까 세상은 온통 모르는 투성이 세상은 온통 알고픈 투성이 세상은 온통 궁금한 투성이 그래서 별명은 그래서 별명은 궁금이
82,아기 고양이,꼬리를 살랑 엉덩이 실룩 폴짝쿵 폴짝쿵 아기고양이 앞발은 선반에 뒷발은 식탁에 귀엽게 폴짝쿵 살금살금 눈치 주인 몰래 치즈 야금 콜까닥 맛있다 냠냠 배가 불러 폴짝쿵 입가에 치즈 노랑게 치즈 당당한 발걸음 아기고양이 하나 먹을까 달려가다 주인에게 들킬 뻔했네 꼬리를 살랑 엉덩이 실룩 폴짝쿵 폴짝쿵 아기고양이 앞발은 선반에 뒷발은 식탁에 귀엽게 폴짝쿵 살금 살금 눈치 주인 몰래 치즈 한개 야금 콜까닥 맛있다 냠냠 배가 불러 폴짝쿵 입가에 치즈 노랑게 치즈 당당한 발걸음 아기고양이 하나만 먹자 달려가다 주인에게 들켰네
83,아빠 붕붕카,아빠 붕붕카 멋있고 빨라 붕붕카 작고 귀여워 나도 빨리 어른 되어서 아빠처럼 운전할래요 오늘도 아빠는 붕붕카 타고 회사에 가지요 안녕히 다녀오세요 손을 흔들어요 빠이빠이 빠이빠이 아빠 붕붕카가 멀어질수록 점점 작게 보여요 저녁이 되면 아빠는 붕붕카 타고 다시 돌아오겠죠
84,가을바람,살랑살랑 살랑 살랑살랑 살랑 가을바람 살랑 불어옵니다 뱅글뱅글뱅글 단풍잎 뱅글뱅글뱅글 은행잎 살랑살랑 살랑 살랑살랑 살랑 가을바람 살랑 불어옵니다
85,즐거운 여름,여름 여름 여름 즐거운 여름 시원한 냇가에서 고기잡이 합시다 랄랄라 미꾸라지 뱀장어 송사리떼 올챙이 아차 하면 달아납니다 아차 하면 달아납니다
86,겨울 물오리,얼음 어는 강물이 춥지도 않니 동동동 떠다니는 물오리들아 얼음장 위에서도 맨발로 노는 아장아장 물오리 귀여운 새야 나도 이젠 찬바람 무섭지 않다 오리들아 강에서 같이 살자
87,어른들은 몰라요,우리가 무엇을 좋아하는지 어른들은 몰라요 우리가 무엇을 갖고 싶어 하는지 어른들은 몰라요 장난감을 사주면 그만인가요 예쁜 옷만 입혀주면 그만인가요 어른들은 몰라요 아무것도 몰라요 마음이 아파서 그러는건데 어른들은 몰라요 아무것도 몰라요 알약이나 물약이 소용있나요 언제나 혼자이고 외로운 우리들을 따뜻하게 감싸주세요 사랑을 주세요 장난감을 사주면 그만인가요 예쁜 옷만 입혀주면 그만인가요 어른들은 몰라요 아무것도 몰라요 마음이 아파서 그러는건데 어른들은 몰라요 아무것도 몰라요 알약이나 물약이 소용있나요 언제나 혼자이고 외로운 우리들을 따뜻하게 감싸주세요 사랑을 주세요
88,어리둥절 코끼리 나라,어리둥절 코끼리 나라 백화점에 놀러 갔더니 어머 어머 어머 어머 코걸이 인기가 제일 좋아요 어리둥절 개구리 나라 백화점이 놀러 갔더니 어머 어머 어머 어머 물안경이 인기가 제일 좋아요 어리둥절 코끼리 나라 백화점에 놀러 갔더니 어머 어머 어머 어머 허리띠 인기가 제일 좋아요
89,당근쏭,당근쏭 보고 싶니 좋아하니 좋아하니 사랑하니 변하지 언제까지나 좋아해 좋아해 행복해요 즐거워요 사랑해 사랑해 당근 때로는 짜증 나고 때로는 힘들어도 너의 곁엔 언제나 웃고 있는 생각해 때로는 슬퍼지고 때로는 외로워도 너의 곁엔 언제나 함께하는 나를 생각해 당근쏭
90,아빠는 엄마를 좋아해,귀여운 새들이 노래하고 앞뜰 나뭇잎 춤추고 해님이 방긋이 고개 들면 우리 웃음꽃 피워요 아빠 엄마 좋아 엄마 아빠 좋아 아빠 엄마 좋아 엄마 아빠 좋아 아빠가 퇴근을 하실 때면 양손에 선물을 가득히 우리 꼬마들 기뻐하네 엄마도 즐겁게 웃어요 아빠 엄마 좋아 엄마 아빠 좋아 아빠 엄마 좋아 엄마 아빠 좋아 그러나 휴일에 단둘이만 아무도 모르게 살짝꿍 우리 꼬마들 화가 났네 아빠는 엄마만 좋아해 아빠 엄마 좋아 엄마 아빠 좋아 아빠 엄마 좋아 엄마 아빠 좋아 랄라 랄랄랄라 랄라 랄랄랄라 랄라 랄랄랄라 랄라 랄랄랄라
91,마귀할멈과 유리공주,도깨비와 마귀할멈 유리성을 찾아와 유리공주 마술 걸어 몰래 데려갔데요 그때에 멋진 왕자님 말을 타고 달려와 도깨비와 마귀할멈 용감하게 이기고 공주님과 결혼해서 행복하게 살았대
92,검은 고양이 네로,그대는 귀여운 나의 검은 고양이 새빨간 리본이 멋지게 어울려 그러다 어쩌다 토라져 버리면 얄밉게 할퀴어서 마음 상해요 검은 고양이 네로 네로 네로 귀여운 나의 친구는 검은 고양이 검은 고양이 네로 네로 네로 이랬다저랬다 장난꾸러기 랄랄랄랄랄 랄랄라 멋쟁이 그대가 사뿐히 걸어가면 무서운 고양이 뒤따라와요 달콤한 꼬임에 속아서 만나면 후회를 한다 해도 나는 몰라요 검은 고양이 네로 네로 네로 귀여운 나의 친구는 검은고양이 검은 고양이 네로 네로 네로 이랬다저랬다 장난꾸러기 랄랄랄랄랄 랄랄라 밤이면 세상 캄캄하게 되어도 그대의 눈동자는 반짝이는 외롭고 고요한 어둠 속에도 그대만 있어 주면 마음 든든해 검은 고양이 네로 네로 네로 귀여운 나의 친구는 검은 고양이 검은 고양이 네로 네로 네로 이랬다저랬다 장난꾸러기 랄랄랄랄랄 랄랄라 외롭고 고요한 어둠속에도 그대만 있어 주면 마음 든든해 검은 고양이 네로 네로 네로 귀여운 나의 친구는 검은 고양이 그러나 너무너무 장난만 친다면 고등어 통조림을 주지 않겠어요 랄랄랄랄랄 랄랄라
93,여름 냇가,시냇물은 졸졸졸졸 고기들은 왔다 갔다 버들가지 한들한들 꾀꼬리는 꾀꼴꾀꼴 황금 옷을 곱게 입고 여름 아씨 마중 왔다 노랑 치마 단장하고 시냇가에 빨래 왔다
94,암탉을 잡으려다,귀여운 꼬마가 닭장에 가서 암탉을 잡으려다 놓쳤다네 닭장 밖에 있던 배고픈 여우 옳거니 하면서 물고 갔다네 꼬꼬댁 암탉 소리를 쳤네 꼬꼬댁 암탉 소리를 쳤네 귀여운 꼬마가 꼴을 보고 웃을까 울을까 망설였다네 귀여운 꼬마가 돼지우리에 가서 돼지를 잡으려다 놓쳤다네 밖에 있던 배고픈 늑대 옳거니 하면서 물고 같다네 꿀꿀꿀 돼지 소리를 쳤네 꿀꿀꿀 돼지 소리를 쳤네 귀여운 꼬마가 꼴을 보고 웃을까 울을까 망설였다네
95,어린 송아지,어린 송아지가 위에 앉아 울고 있어요 엄마 엄마 엉덩이가 뜨거워 어린 송아지가 얼음 위에 앉아 울고 있어요 아빠 아빠 엉덩이가 차가워
96,뚱보 아저씨,뚱보 아저씨 집에는 일곱 명의 아들이 있었는데요 그중에 하나 키가 크고요 나머지는 작대요 오른손 올려요 왼손 올려요 뚱보 아저씨 집에는 일곱 명의 아들이 있었는데요 그중에 하나 키가 크고요 나머지는 작대요 고개를 흔들어요 엉덩이를 흔들어요 뚱보 아저씨 집에는 일곱 명의 아들이 있었는데요 그중에 하나 키가 크고요 나머지는 작대요
97,귀요미송,귀귀귀 귀요미 귀귀귀 귀요미 초코 머핀 조각 시켜놓고 고소한 우유한잔을 기다려요 오빠하고 나하고 마주 앉아서 서로 손바닥 위에 예쁜 낙서를 하죠 한눈 팔지마 누가 뭐래도 내꺼 다른 여자랑 말도 섞지마 니꺼 새끼 손가락 걸고 약속해줘요 절대 혼자 내버려 두지 않기로 더하기 귀요미 더하기 귀요미 더하기 귀요미 귀귀 귀요미 귀귀 귀요미 더하기 귀요미 더하기 귀요미 더하기 쪽쪽쪽쪽쪽쪽 귀요미 귀요미 한눈 팔지마 누가 뭐래도 내꺼 다른 여자랑 말도 섞지마 니꺼 새끼 손가락 걸고 약속해줘요 절대 혼자 내버려 두지 않기로 하나 감고 내게 다가와 손으로 볼을 만지며 뽀뽀하려는 입술 막고서 더하기 귀요미 더하기 귀요미 더하기 귀요미 귀귀 귀요미 귀귀 귀요미 더하기 귀요미 더하기 귀요미 더하기 쪽쪽쪽쪽쪽쪽 귀요미 귀요미 한눈 팔지마 누가 뭐래도 내꺼 다른 여자랑 말도 섞지마 니꺼 새끼 손가락 걸고 약속해줘요 절대 혼자 내버려 두지 않기로 절대 혼자 내버려 두지 않기로
98,밥상,우리 아버지의 아버지 때부터 우리 어머니의 어머니 때부터 밥상에 오르내리며 나를 키워준 것들 아주 어릴 몰랐지만 이제는 같아 어머니의 손맛이 배인 소중한 밥상을 쌀밥 보리밥 조밥 콩밥 팥밥 오곡밥 된장국 배춧국 호박국 뭇국 시금칫국 시래깃국 배추김치 총각김치 열무김치 갓김치 동치미 깍두기 가지나물 호박나물 콩나물 고춧잎 무말랭이 장아찌
99,잉잉잉,고추밭에 고추는 뾰족한 고추 빨간 고추 초록 고추 모두 뾰족해 댕글댕글 사과가 놀러 왔다가 아야아야 따가워서 잉잉잉 오이밭에 오이는 날씬한 오이 이리 봐도 저리 봐도 날씬한데 둥글둥글 호박이 놀러 왔다가 나는 언제 예뻐지나 잉잉잉
100,둘이서 잡고,둘이서 둘이서 잡고 맹맹이 맹맹이 맹맹이 둘이서 둘이서 잡고 돌돌이 돌돌이 돌돌이 둘이서 둘이서 잡고 동동이 동동이 동동이 둘이서 둘이서 끼고 빙빙이 빙빙이 빙빙이
101,깡깡총 체조,손을 높이 손을 높이 쭉쭉쭉 쭉쭉 뻗어봐요 발을 쿵쿵 발을 쿵쿵 쿵쿵쿵 쿵쿵 굴려봐요 엉덩이를 씰룩 씰룩쌜룩 이쪽저쪽 씰룩쌜룩 빙글뱅글 빙글뱅글 깡깡총 깡총 깡총 깡깡총
102,둥글게 둥글게,둥글게 둥글게 둥글게 둥글게 빙글빙글 돌아가며 춤을 춥시다 손뼉을 치면서 노래를 부르며 랄랄랄라 즐겁게 춤추자 링가링가 링가링가링 링가링가 링가링가링 손에 손을 잡고 모두 함께 즐겁게 뛰어봅시다 둥글게 둥글게 둥글게 둥글게 빙글빙글 돌아가며 춤을 춥시다 손뼉을 치면서 노래를 부르며 랄랄랄라 즐겁게 춤추자
103,얼음과자,어름과자 맛이 있다고 한개 두개 먹으면 이가 시려요 얼음과자 맛이 있다고 먹으면 배가 아파요 배가 배가 아파서 병원에 가면 우리 엄마 얼굴에 주름이 가요
104,거미,거미가 줄을 타고 올라갑니다 거미가 줄을 타고 올라갑니다 비가 오면 부서집니다 해님이 다시 솟아오르면 거미가 줄을 타고 내려옵니다 거미가 줄을 타고 내려옵니다
105,도토리,때굴때굴 때굴때굴 도토리가 어디서 왔나 단풍잎 곱게 물든 산골짝에서 왔지 때굴때굴 때굴때굴 도토리가 어디서 왔나 깊은 산골 종소리 듣고 있다가 왔지 때굴때굴 때굴때굴 도토리가 어디서 왔나 다람쥐 한눈팔 졸고 있다가 왔지
106,나처럼 해봐요,나처럼 해봐요 이렇게 나처럼 해봐요 이렇게 나처럼 해봐요 이렇게 아이참 재미있네
107,열의 노래,랄랄라 하나이고요 랄랄라 둘이고요 랄랄라 셋이고요 랄랄라 넷이고요 랄랄라 다섯이고요 랄랄라 여섯이고요 일곱 여덟 아홉 하나둘 다섯 여섯 일고여덟 아홉
108,도깨비 빤스,도깨비 빤쓰는 튼튼해요 질기고요 튼튼해요 호랑이 가죽으로 만들었어요 입어도 까딱 없어요 도깨비 빤스는 더러워요 냄새나요 더러워요 호랑이 가죽으로 만들었어요 동안 빨았어요
109,우산,이슬비 내리는 이른 아침에 우산 셋이 나란히 걸어갑니다 파란 우산 검정 우산 찢어진 우산 좁다란 학교 길에 우산 개가 이마를 마주 대고 걸어갑니다
110,미소,성난 얼굴 찡그린 얼굴 싫어요 싫어요 싫어요 웃는 얼굴 밝은 얼굴 좋아요 좋아요 좋아요 정말 좋아요 언제나 어디서나 미소를 지워보세요 언제나 어디서나 미소를 지워보세요
111,구슬비,송알송알 싸리잎에 은구슬 조롱조롱 거미줄에 옥구슬 대롱대롱 풀잎마다 총총 방긋 웃는 꽃잎마다 송송송 고이고이 오색실에 꿰어서 달빛 새는 창문가에 두라고 포슬포슬 구슬비는 종일 예쁜 구슬 맺히면서 솔솔솔
112,꼭꼭 약속해,너하고 나는 친구 되어서 사이좋게 지내자 새끼손가락 고리 걸고 꼭꼭 약속해 싸움하면은 친구 아니야 사랑하고 지내자 새끼손가락 고리 걸고 꼭꼭 약속해 맛있는 것은 나눠 먹으며 서로 돕고 지내자 새끼손가락 고리 걸고 꼭꼭 약속해
113,둘리,요리보고 저리 봐도 없는 둘리 둘리 빙하 타고 내려와 친구를 만났지만 옛날이 너무나 그리워 보고픈 엄마 찾아 모두 함께 나가자 외로운 둘리는 귀여운 아기공룡 호잇 호잇 둘리는 초능력 친구 외로운 둘리는 귀여운 아기공룡 호잇 호잇 둘리는 초능력 재주꾼 기쁠 때도 슬플 때도 우리 곁에 둘리 둘리 오랜 세월 흘러온 둘리와 친구 되어 고향은 다르지만 모두가 한마음 아득한 엄마 나라 우리 함께 떠나자 외로운 둘리는 귀여운 아기공룡 호잇 호잇 둘리는 초능력 친구 외로운 둘리는 귀여운 아기공룡 호잇 호잇 둘리는 초능력 재주꾼
114,방울새,방울새야 방울새야 쪼로롱 방울새야 간밤에 고방울 어디서 사왔니 쪼로롱 고방울 어디서 사왔니 방울새야 방울새야 쪼로롱 방울새야 갈째 고방울 나주고 가렴 쪼로롱 고방울 나주고 가렴
115,사과 같은 얼굴,사과 같은 얼굴 예쁘기도 하구나 눈도 반짝 코도 반짝 입도 반짝반짝 오이 같은 얼굴 길기도 하구나 눈도 길쭉 귀도 길쭉 코도 길쭉 길쭉 호박 같은 얼굴 우습기도 하구나 눈도 둥글 귀도 둥글 입도 둥글 둥글
116,방울꽃,아무도 오지 않는 깊은 산속에 쪼로롱 방울꽃이 혼자 폈어요 산새들 몰래몰래 꺾어 갈래도 쪼로롱 소리 날까 그냥 둡니다 산바람 지나가다 건드리면은 쪼로롱 방울 소리 쏟아지겠다 산노루 울음소리 메아리치면 쪼로롱 방울 소리 쏟아지겠다
117,맴맴,아버지는 나귀 타고 장에 가시고 할머니는 건넛마을 아저씨 댁에 고추 먹고 달래 먹고 할머니가 받아 머리에 이고 꼬불꼬불 산골길로 오실 때까지 고추 먹고 달래 먹고 아버지가 옷감 떠서 나귀에 싣고 딸랑딸랑 고개 넘어오실 때까지 고추 먹고 달래 먹고
118,퐁당퐁당,퐁당퐁당 돌을 던지자 누나 몰래 돌을 던지자 냇물아 퍼져라 멀리멀리 퍼져라 건너편에 앉아서 나물을 씻는 우리 누나 손등을 간지러 주어라 퐁당퐁당 돌을 던지자 누나 몰래 돌을 던지자 냇물아 퍼져라 퍼질때로 퍼저라 고운노래 한마디 들려달라고 우리 누나 손등을 간지러 주어라
119,에델바이스,에델바이스 에델바이스 아침 이슬에 젖어 귀여운 미소는 나를 반기어주네 눈처럼 빛나는 순결은 우리들의 자랑 에델바이스 에델바이스 마음속에 꽃이여
120,과수원,동구 과수원 아카시아 꽃이 활짝 폈네 하얀 이파리 눈송이처럼 날리네 향긋한 꽃냄새가 실바람 타고 솔솔 둘이서 말이 없네 얼굴 마주 보며 생긋 아카시아 하얗게 옛날의 과수원 과수원
121,클레멘타인,넓고 넓은 바닷가에 오막살이 고기 잡는 아버지와 철모르는 있네 사랑아 사랑아 나의 사랑 클레멘타인 늙은 아비 혼자 두고 영영 어딜 갔느냐
122,봄비,소록소록 봄비가 내리는 들에 방글방글 새싹들이 얼굴 내밀고 세상의 어린이 예뻐지라고 봄바람이 사르르르 뿌리고 가요 진달래 수줍어 얼굴 붉히고 개나리꽃 노랗게 활짝 웃으면 종달새 나비 모두 일어나 노래하며 춤을 추네 소록소록 봄비가 내려온 뒤에 선녀들이 무지개를 타고 내려와 세상의 어린이 밝아지라고 일곱 빛깔 웃음꽃을 뿌리고 가요
123,여름,바구니 끼고서 도라지 캐러 누나는 웬일로 오실까요 라라라 라라라 라라라 라라 바둑이 데리고 찾아갈까 은하수 별들이 물결을 치는데 마을 언니는 올까요 라라라 라라라 라라라 라라 큰언니 잡고 찾아갈까
124,속의 아침,짹짹 참새 가에 와서 세수하고 세수하고 삐약삐약 병아리 물가에 와서 물먹고 물먹고 귀여운 다람쥐 몰래와 오물오물 먹고 뒤뚱뒤뚱 물오리 모두 모여 소풍 간대요 토닥토닥토닥토닥 콩콩콩 첨벙첨벙첨벙첨벙 뚱뚱한 곰들이 물가에 와서 춤추고 춤추고 멋쟁이 말들이 물가에 와서 먹고 먹고 귀여운 산토끼 뛰어와 깡충깡충 인사하고 하얀 나비 노랑나비 모두 모여 소풍 간대요 뒹굴뒹굴뒹굴뒹굴 콩콩콩 하나
125,통통통통,통통통통 털보 영감님 통통통통 혹부리 영감님 통통통통 코주부 영감님 통통통통 안경 영감님 통통통통 손을 위로 팔랑팔랑 팔랑팔랑 손을 무릎에 도도도도 무릎입니다 레레레레 배꼽입니다 미미미미 가슴입니다 파파파파 어깨랍니다 솔솔솔솔 머리랍니다 팔랑팔랑 팔랑팔랑 손을 무릎에
126,꼬마 인디언,꼬마 꼬마 꼬마 인디언 꼬마 다섯 꼬마 여섯 꼬마 인디언 일곱 꼬마 여덟 꼬마 아홉 꼬마 인디언 꼬마 인디언 꼬마 아홉 꼬마 여덟 꼬마 인디언 일곱 꼬마 여섯 꼬마 다섯 꼬마 인디언 꼬마 꼬마 꼬마 인디언 꼬마 인디언 보이
127,꽃밭에서,아빠하고 나하고 만든 꽃밭에 채송화도 봉숭아도 한창입니다 아빠가 매어놓은 새끼줄 따라 나팔꽃도 어울리게 피었습니다 애들하고 재미있게 뛰어놀다가 아빠 생각나서 꽃을 봅니다 아빠는 꽃보며 살자 그랬죠 보고 꽃같이 살자 그랬죠
128,달맞이,아가야 나오너라 달맞이 가자 앵두 따다 실에 꿰어 목에다 걸고 검둥개야 너도 가자 냇가로 가자 비단 물결 남실남실 어깨 춤추고 머리 감은 수양버들 거문고 타면 달밤에 소금쟁이 맴을 돈단다 아가야 나오너라 냇가로 가자 달밤에 딸각딸각 나막신 신고 도랑물 쫄랑쫄랑 달맞이 가자
129,바람새,다가올까 사라질까 보이지는 않아도 나는 바람새를 알아요 파란 풀밭 위에 나래깃을 부비며 다가오는 바람새를 동동 동동동동 비눗방울을 하늘에 날려 보내면 어느샌가 다가와서 방울방울 쪼아 먹어요 다가올까 사라질까 보이지는 않아도 나는 바람새를 알아요 파란 풀밭 위에 나래깃을 부비며 다가오는 바람새를 동동 동동동동 빨간 풍선을 하늘에 날려 보내면 어느샌가 다가와서 두리둥실 갖고 놀아요
